reef_no,replicate,perimeter_m,area_m2,imagery_resolution_m,date,method,platform,imagery_type,provider,instrument,observer,notes
20,2,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,DM,
20,3,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,DM,
22,1,125.39,1180.15,0.15,20130115,imagery,GE,aerial,unknown,unknown,DM,
22,2,133.05,1150.79,0.15,20130115,imagery,GE,aerial,unknown,unknown,DM,
22,3,134.95,1101.33,0.15,20130115,imagery,GE,aerial,unknown,unknown,DM,
22,1,112.36,836.85,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,DM,
22,2,114.56,809.7,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,DM,
22,3,106.9,870.01,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,DM,
22,1,119.35,1070.38,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,DM,
22,2,119.2,1081.55,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,DM,
22,3,118.05,1065.76,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,DM,
22,1,104.41,813.72,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,DM,
22,2,103.23,816.14,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,DM,
22,3,102.35,785.89,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,DM,
22,1,113.78,1030.2,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),DM,
22,2,111.6,991.1,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),DM,
22,3,118.05,1108.98,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),DM,
22,1,109.77,958.86,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,DM,
22,2,112.92,1014.69,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,DM,
22,3,116.04,1071.53,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,DM,
22,1,136.79,1489.01,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,DM,
22,2,131.68,1379.84,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,DM,
22,3,125.5,1253.37,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,DM,
22,1,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,DM,
22,2,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,DM,
22,3,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,DM,
20,1,139.27,1543.495214,NA,20210603,field,boat,NA,NA,transect tape,ABM,
20,1,133,1407.645894,0.15,20130115,imagery,GE,aerial,unknown,unknown,ABM,
20,2,136.83,1489.885145,0.15,20130115,imagery,GE,aerial,unknown,unknown,ABM,
20,3,137.1,1495.770782,0.15,20130115,imagery,GE,aerial,unknown,unknown,ABM,
20,1,124.66,1236.643107,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,ABM,
20,2,127.18,1287.145899,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,ABM,
20,3,130.4,1353.148059,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,ABM,
20,1,131,1365.628989,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,ABM,
20,2,134.73,1444.504022,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,ABM,
20,3,133.6,1420.375107,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,ABM,
20,1,140.2,1564.177964,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),ABM,
20,2,137.47,1503.855129,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),ABM,
20,3,141.75,1598.955109,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),ABM,
20,1,170,2299.788928,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ABM,
20,2,180,2578.310078,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ABM,
20,3,160,2037.183272,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ABM,
20,1,130,1344.859269,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ABM,
20,2,120,1145.91559,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ABM,
20,3,120,1145.91559,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ABM,
20,1,180,2578.310078,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ABM,
20,2,160,2037.183272,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ABM,
20,3,170,2299.788928,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ABM,
20,1,157,1961.505096,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ABM,
20,2,230,4209.648245,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ABM,
20,3,219,3816.615113,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ABM,
22,1,117.66,1101.660617,NA,20210603,field,boat,NA,NA,transect tape,ABM,
22,1,113.95,1033.281836,0.15,20130115,imagery,GE,aerial,unknown,unknown,ABM,
22,2,112.97,1015.585271,0.15,20130115,imagery,GE,aerial,unknown,unknown,ABM,
22,3,114.16,1037.093844,0.15,20130115,imagery,GE,aerial,unknown,unknown,ABM,
22,1,113.56,1026.221014,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,ABM,
22,2,111.18,983.656521,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,ABM,
22,3,109.83,959.9135081,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,ABM,
22,1,109.24,949.6280164,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,ABM,
22,2,110.59,973.2442624,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,ABM,
22,3,108.96,944.7661512,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,ABM,
22,1,112.71,1010.915919,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,ABM,
22,2,111.8,994.6579154,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,ABM,
22,3,109.97,962.362266,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,ABM,
22,1,110,962.8874057,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ABM,
22,2,110,962.8874057,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ABM,
22,3,120,1145.91559,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),ABM,
22,1,110,962.8874057,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ABM,
22,2,90,644.5775195,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ABM,
22,3,100,795.7747155,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,ABM,
22,1,170,2299.788928,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ABM,
22,2,130,1344.859269,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ABM,
22,3,160,2037.183272,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,ABM,
22,1,172,2354.219918,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ABM,
22,2,208,3442.839729,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ABM,
22,3,213,3610.350307,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,ABM,
20,1,148,1672,0.15,20130115,imagery,GE,aerial,unknown,unknown,WS,
20,2,144,1564,0.15,20130115,imagery,GE,aerial,unknown,unknown,WS,
20,3,147,1649,0.15,20130115,imagery,GE,aerial,unknown,unknown,WS,
20,1,138,1437,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,WS,
20,2,137,1461,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,WS,
20,3,136,1416,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,WS,
20,1,140,1508,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,WS,
20,2,147,1659,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,WS,
20,3,141,1513,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,WS,
20,1,142,1560,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),WS,
20,2,140,1517,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),WS,
20,3,140,1481,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),WS,
20,1,157,1961.505096,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),WS,
20,2,146,1696.273383,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),WS,
20,3,149,1766.699446,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),WS,
20,1,144,1650.11845,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,WS,
20,2,138,1515.473368,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,WS,
20,3,126,1263.371938,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,WS,
20,1,173,2381.674146,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,WS,
20,2,127,1283.505039,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,WS,
20,3,151,1814.445929,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,WS,
20,1,161,2062.72764,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,WS,
20,2,211,3542.868611,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,WS,
20,3,204,3311.696056,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,WS,
22,1,130,1295,0.15,20130115,imagery,GE,aerial,unknown,unknown,WS,
22,2,125,1184,0.15,20130115,imagery,GE,aerial,unknown,unknown,WS,
22,3,124,1183,0.15,20130115,imagery,GE,aerial,unknown,unknown,WS,
22,1,111,952,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,WS,
22,2,115,1019,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,WS,
22,3,113,963,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,WS,
22,1,117,1027,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,WS,
22,2,113,990,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,WS,
22,3,115,1027,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,WS,
22,1,115,1015,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,WS,
22,2,110,895,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,WS,
22,3,109,897,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,WS,
22,1,123,1203.927567,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),WS,
22,2,133,1407.645894,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),WS,
22,3,120,1145.91559,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),WS,
22,1,96,733.3859778,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,WS,
22,2,109,945.4599394,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,WS,
22,3,93,688.2655514,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,WS,
22,1,170,2299.788928,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,WS,
22,2,181,2607.037545,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,WS,
22,3,140,1559.718442,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,WS,
22,1,346,9526.696584,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,WS,
22,2,240,4583.662361,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,WS,
22,3,217,3747.223558,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,WS,
